code,level,de,en,es,fr,it,nl
28.21,4,"Herstellung von Öfen, Brennern und ortsfesten Heizgeräten für den Haushalt","Manufacture of ovens, furnaces and permanent household heating equipment","Fabricación de hornos, quemadores y equipos de calefacción doméstica permanente",Fabrication de fours et brûleurs et d’équipements fixes de chauffage domestique,"Fabbricazione di forni, caldaie e apparecchiature fisse per il riscaldamento domestico",Vervaardiging van ovens en permanente verwarmingstoestellen voor huishoudelijk gebruik
25.22,4,"Herstellung von Sammelbehältern, Tanks u. Ä. Behältern aus Metall","Manufacture of other tanks, reservoirs and containers of metal","Fabricación de otras cisternas, grandes depósitos y contenedores de metal","Fabrication d’autres réservoirs, citernes et conteneurs métalliques","Fabbricazione di altre cisterne, serbatoi e contenitori in metallo","Vervaardiging van andere tanks, reservoirs en bergingsmiddelen, van metaal"
25.2,3,Herstellung von Metalltanks und -behältern,"Manufacture of tanks, reservoirs and containers of metal","Fabricación de cisternas, grandes depósitos y contenedores de metal","Fabrication de réservoirs, citernes et conteneurs métalliques","Fabbricazione di cisterne, serbatoi e contenitori in metallo","Vervaardiging van tanks, reservoirs en bergingsmiddelen, van metaal"
25.21,4,"Herstellung von Heizkörpern, Dampfkesseln und Kesseln zum Erzeugen von überhitztem Wasser","Manufacture of central heating radiators, steam generators and boilers","Fabricación de radiadores, generadores de vapor y calderas para calefacción central",Fabrication de radiateurs et de chaudières pour le chauffage central,"Fabbricazione di radiatori, generatori di vapore e contenitori in metallo per caldaie per il riscaldamento centrale",Vervaardiging van radiatoren en ketels voor centrale verwarming
25.3,3,Herstellung von Waffen und Munition,Manufacture of weapons and ammunition,Fabricación de armas y municiones,Fabrication d’armes et de munitions,Fabbricazione di armi e munizioni,Vervaardiging van wapens en munitie
25.30,4,Herstellung von Waffen und Munition,Manufacture of weapons and ammunition,Fabricación de armas y municiones,Fabrication d’armes et de munitions,Fabbricazione di armi e munizioni,Vervaardiging van wapens en munitie
25.4,3,"Herstellung von Schmiede-, Press-, Zieh- und Stanzteilen und pulvermetallurgischen Erzeugnissen",Forging and shaping metal and powder metallurgy,Forja y modelado de metales y metalurgia de polvos,Forgeage et façonnage de métal; métallurgie des poudres,Fucinatura e formatura dei metalli e metallurgia delle polveri,Smeden en bewerken van metaal en poedermetallurgie
25.40,4,"Herstellung von Schmiede-, Press-, Zieh- und Stanzteilen und pulvermetallurgischen Erzeugnissen",Forging and shaping metal and powder metallurgy,Forja y modelado de metales y metalurgia de polvos,Forgeage et façonnage de métal; métallurgie des poudres,Fucinatura e formatura dei metalli e metallurgia delle polveri,Smeden en bewerken van metaal en poedermetallurgie
25.5,3,Oberflächenveredlung und Wärmebehandlung; Metallbearbeitung,Treatment and coating of metals; machining,"Tratamiento, revestimiento y mecanizado de metales",Traitement et revêtement des métaux; usinage,Trattamento e rivestimento dei metalli; lavori di meccanica generale,Oppervlaktebehandeling van metalen; verspanend bewerken van metalen
25.51,4,Beschichten von Metallen,Coating of metals,Revestimiento de metales,Revêtement des métaux,Rivestimento dei metalli,Coating van metalen
25.52,4,Wärmebehandlung von Metallen,Heat treatment of metals,Tratamiento térmico de metales,Traitement thermique des métaux,Trattamento termico dei metalli,Warmtebehandeling van metaal
25.53,4,Metallbearbeitung,Machining of metals,Mecanizado de metales,Usinage des métaux,Lavori di meccanica generale dei metalli,Verspanend bewerken van metalen
25.53,4,Metallbearbeitung,Machining of metals,Mecanizado de metales,Usinage des métaux,Lavori di meccanica generale dei metalli,Verspanend bewerken van metalen
25.6,3,"Herstellung von Schneidwaren, Werkzeugen, Schlössern und Beschlägen aus unedlen Metallen","Manufacture of cutlery, tools and general hardware","Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería","Fabrication de coutellerie, d’outillage et de quincaillerie","Fabbricazione di articoli di coltelleria e posateria, utensili e oggetti di ferramenta","Vervaardiging van scharen, messen, bestekken, gereedschap en ijzerwaren"
25.61,4,Herstellung von Schneidwaren und Bestecken aus unedlen Metallen,Manufacture of cutlery,Fabricación de artículos de cuchillería y cubertería,Fabrication de coutellerie,Fabbricazione di articoli di coltelleria e posateria,"Vervaardiging van scharen, messen, bestekken enz."
25.62,4,Herstellung von Schlössern und Beschlägen aus unedlen Metallen,Manufacture of locks and hinges,Fabricación de cerraduras y herrajes,Fabrication de serrures et de ferrures,Fabbricazione di serrature e cerniere,Vervaardiging van hang- en sluitwerk
25.63,4,Herstellung von Werkzeugen,Manufacture of tools,Fabricación de herramientas,Fabrication d’outillage,Fabbricazione di utensileria,Vervaardiging van gereedschap
25.9,3,Herstellung von sonstigen Metallwaren,Manufacture of other fabricated metal products,Fabricación de otros productos metálicos,Fabrication d’autres ouvrages en métaux,Fabbricazione di altri prodotti in metallo,Vervaardiging van andere producten van metaal
25.91,4,"Herstellung von Fässern, Trommeln, Dosen, Eimern u. Ä. Behältern aus Metall",Manufacture of steel drums and similar containers,Fabricación de bidones y toneles de hierro o acero,Fabrication de fûts et emballages métalliques similaires,Fabbricazione di bidoni in acciaio e di contenitori simili,Vervaardiging van stalen vaten en dergelijke
25.92,4,"Herstellung von Verpackungen und Verschlüssen aus Eisen, Stahl und NE-Metall",Manufacture of light metal packaging,Fabricación de envases y embalajes metálicos ligeros,Fabrication d’emballages métalliques légers,Fabbricazione di imballaggi in metallo leggero,Vervaardiging van verpakkingsmiddelen van licht metaal
25.93,4,"Herstellung von Drahtwaren, Ketten und Federn","Manufacture of wire products, chain and springs","Fabricación de productos de alambre, cadenas y muelles","Fabrication d’articles en fils métalliques, de chaînes et de ressorts","Fabbricazione di prodotti fabbricati con fili metallici, catene e molle",Vervaardiging van artikelen van draad en van kettingen en veren
25.94,4,Herstellung von Schrauben und Nieten,Manufacture of fasteners and screw machine products,Fabricación de pernos y productos de tornillería,Fabrication de vis et de boulons,Fabbricazione di articoli di bulloneria,"Vervaardiging van bouten, schroeven en moeren"
25.99,4,Herstellung von sonstigen Metallwaren a. n. g.,Manufacture of other fabricated metal products n.e.c.,Fabricación de otros productos metálicos n.c.o.p.,Fabrication d’autres produits métalliques n.c.a.,Fabbricazione di altri prodotti in metallo n.c.a.,Vervaardiging van andere producten van metaal n.e.g.
26,2,"Herstellung von Datenverarbeitungsgeräten, elektronischen und optischen Erzeugnissen","Manufacture of computer, electronic and optical products","Fabricación de productos informáticos, electrónicos y ópticos","Fabrication de produits informatiques, électroniques et optiques",Fabbricazione di computer e prodotti di elettronica e ottica,Vervaardiging van informaticaproducten en van elektronische en optische producten
26.1,3,Herstellung von elektronischen Bauelementen und Leiterplatten,Manufacture of electronic components and boards,Fabricación de componentes electrónicos y circuitos impresos ensamblados,Fabrication de composants et cartes électroniques,Fabbricazione di componenti elettronici e schede elettroniche,Vervaardiging van elektronische onderdelen en printplaten
26.11,4,Herstellung von elektronischen Bauelementen,Manufacture of electronic components,Fabricación de componentes electrónicos,Fabrication de composants électroniques,Fabbricazione di componenti elettronici,Vervaardiging van elektronische onderdelen
26.12,4,Herstellung von bestückten Leiterplatten,Manufacture of loaded electronic boards,Fabricación de circuitos impresos ensamblados,Fabrication de cartes électroniques assemblées,Fabbricazione di schede elettroniche integrate,Vervaardiging van elektronische printplaten
26.2,3,Herstellung von Datenverarbeitungsgeräten und peripheren Geräten,Manufacture of computers and peripheral equipment,Fabricación de ordenadores y equipos periféricos,Fabrication d’ordinateurs et d’équipements périphériques,Fabbricazione di computer e unità periferiche,Vervaardiging van computers en randapparatuur
26.4,3,Herstellung von Geräten der Unterhaltungselektronik,Manufacture of consumer electronics,Fabricación de productos electrónicos de consumo,Fabrication de produits électroniques grand public,Fabbricazione di prodotti di elettronica di consumo,Vervaardiging van consumentenelektronica
26.20,4,Herstellung von Datenverarbeitungsgeräten und peripheren Geräten,Manufacture of computers and peripheral equipment,Fabricación de ordenadores y equipos periféricos,Fabrication d’ordinateurs et d’équipements périphériques,Fabbricazione di computer e unità periferiche,Vervaardiging van computers en randapparatuur
26.40,4,Herstellung von Geräten der Unterhaltungselektronik,Manufacture of consumer electronics,Fabricación de productos electrónicos de consumo,Fabrication de produits électroniques grand public,Fabbricazione di prodotti di elettronica di consumo,Vervaardiging van consumentenelektronica
26.3,3,Herstellung von Geräten und Einrichtungen der Telekommunikationstechnik,Manufacture of communication equipment,Fabricación de equipos de telecomunicaciones,Fabrication d’équipements de communication,Fabbricazione di apparecchiature per le comunicazioni,Vervaardiging van communicatieapparatuur
26.5,3,Herstellung von Mess- und Kontrollinstrumenten sowie von Uhren,"Manufacture of measuring testing instruments, clocks and watches",Fabricación de instrumentos de verificación de medidas y relojes,Fabrication d’instruments de mesure et d’essai; horlogerie,Fabbricazione di strumenti di misurazione e prova e di orologi,"Vervaardiging van meet-en controle-instrumenten, klokken en horloges"
26.30,4,Herstellung von Geräten und Einrichtungen der Telekommunikationstechnik,Manufacture of communication equipment,Fabricación de equipos de telecomunicaciones,Fabrication d’équipements de communication,Fabbricazione di apparecchiature per le comunicazioni,Vervaardiging van communicatieapparatuur
26.51,4,"Herstellung von Mess-, Kontroll-, Navigations- u. Ä. Instrumenten und Vorrichtungen","Manufacture of instruments and appliances for measuring, testing and navigation","Fabricación de instrumentos y aparatos de medida, verificación y navegación","Fabrication d’instruments et d’appareils de mesure, d’essai et de navigation","Fabbricazione di strumenti e apparecchi di misurazione, prova e navigazione","Vervaardiging van meet-, controle- en navigatie-instrumenten en -apparatuur"
26.4,3,Herstellung von Geräten der Unterhaltungselektronik,Manufacture of consumer electronics,Fabricación de productos electrónicos de consumo,Fabrication de produits électroniques grand public,Fabbricazione di prodotti di elettronica di consumo,Vervaardiging van consumentenelektronica
26.40,4,Herstellung von Geräten der Unterhaltungselektronik,Manufacture of consumer electronics,Fabricación de productos electrónicos de consumo,Fabrication de produits électroniques grand public,Fabbricazione di prodotti di elettronica di consumo,Vervaardiging van consumentenelektronica
26.5,3,Herstellung von Mess- und Kontrollinstrumenten sowie von Uhren,"Manufacture of measuring testing instruments, clocks and watches",Fabricación de instrumentos de verificación de medidas y relojes,Fabrication d’instruments de mesure et d’essai; horlogerie,Fabbricazione di strumenti di misurazione e prova e di orologi,"Vervaardiging van meet-en controle-instrumenten, klokken en horloges"
26.51,4,"Herstellung von Mess-, Kontroll-, Navigations- u. Ä. Instrumenten und Vorrichtungen","Manufacture of instruments and appliances for measuring, testing and navigation","Fabricación de instrumentos y aparatos de medida, verificación y navegación","Fabrication d’instruments et d’appareils de mesure, d’essai et de navigation","Fabbricazione di strumenti e apparecchi di misurazione, prova e navigazione","Vervaardiging van meet-, controle- en navigatie-instrumenten en -apparatuur"
26.52,4,Herstellung von Uhren,Manufacture of watches and clocks,Fabricación de relojes,Horlogerie,Fabbricazione di orologi,Vervaardiging van klokken en horloges
